unit,sizen_r2,indic_is,geo\time	2016 	2015 	2014 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,EE	7 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,EL	5 	3 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,ES	4 	2 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,EU15	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,EU27	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,EU28	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,FI	1 	2 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,FR	2 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,HR	4 	9 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,HU	3 	1 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,IE	8 	5 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,IS	: 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,IT	2 b	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,LT	6 	2 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,LU	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,LV	2 	1 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,MK	0 n	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,MT	4 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,NL	5 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,NO	10 	9 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,PL	2 	2 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,PT	5 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,RO	3 	2 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,RS	: 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,SE	12 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,SI	: c	0 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,SK	3 	5 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCPU,UK	7 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,AT	2 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,BE	5 	5 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,BG	: u	: c	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,CY	3 	1 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,CZ	3 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,DE	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,DK	6 	9 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EA	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EE	4 	: 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EL	2 	4 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,ES	4 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EU15	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EU27	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,EU28	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,FI	8 	5 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,FR	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,HR	1 	4 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,HU	3 	2 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,IE	7 	8 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,IS	: 	: 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,IT	3 b	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,LT	3 	1 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,LU	6 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,LV	1 	1 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,MK	4 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,MT	5 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,NL	9 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,NO	10 	6 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,PL	2 	1 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,PT	5 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,RO	4 	0 n	0 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,RS	: 	: 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,SE	10 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,SI	1 	2 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,SK	1 	5 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PCRM,UK	4 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,AT	5 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PDB,BE	8 	8 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,BG	2 	2 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,CY	8 	4 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,CZ	3 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PDB,DK	16 	15 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EA	7 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EE	9 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EL	6 	3 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PDB,ES	7 	5 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EU15	8 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EU27	7 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,EU28	7 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,FI	13 	16 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,FR	8 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,HR	7 	10 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,HU	5 	2 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,IE	20 	13 	10 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,IS	: 	: 	31 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,IT	9 b	: 	10 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,LT	8 	2 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,LU	10 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,LV	3 	3 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,MK	6 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,MT	9 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,NL	16 	: 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,NO	21 	16 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,PL	3 	2 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,PT	7 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,RO	2 	2 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,RS	: 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,SE	18 	: 	14 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,SI	2 	3 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,SK	6 	6 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PDB,UK	13 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,AT	6 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PEM,BE	14 	14 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,BG	4 	2 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,CY	17 	12 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,CZ	9 	: 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PEM,DK	18 	21 	18 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EA	12 	: 	12 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EE	15 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EL	10 	8 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PEM,ES	10 	7 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EU15	13 	: 	12 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EU27	12 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,EU28	12 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,FI	26 	23 	22 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,FR	8 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,HR	16 	23 	18 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,HU	10 	9 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,IE	25 	25 	15 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,IS	: 	: 	38 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,IT	19 b	: 	36 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,LT	15 	8 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,LU	11 	: 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,LV	5 	6 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,MK	8 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,MT	21 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,NL	15 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,NO	21 	13 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,PL	5 	5 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,PT	: u	: 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,RO	5 	2 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,RS	: 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PEM,SE	23 	: 	17 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,SI	8 	9 	10 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,SK	17 	17 	17 
PC_ENT_CUSE,10_H49_53,E_CC_PEM,UK	20 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,AT	3 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,BE	8 	5 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,BG	: u	1 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,CY	7 	2 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,CZ	5 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,DK	9 	14 	14 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EA	6 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EE	18 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EL	2 	5 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,ES	3 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EU15	6 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EU27	6 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,EU28	6 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,FI	18 	16 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,FR	4 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,HR	11 	9 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,HU	4 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,IE	17 	10 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,IS	: 	: 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,IT	3 b	: 	17 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,LT	5 	3 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,LU	7 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,LV	1 	3 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,MK	8 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,MT	1 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,NL	16 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,NO	17 	12 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,PL	2 	2 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,PT	: u	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,RO	4 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,RS	: 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,SE	19 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,SI	5 	7 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,SK	8 	10 	14 
PC_ENT_CUSE,10_H49_53,E_CC_PFACC,UK	6 	: 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,AT	6 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,BE	12 	10 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,BG	3 	1 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,CY	13 	7 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,CZ	5 	: 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,DK	21 	22 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EA	8 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EE	14 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EL	9 	6 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,ES	9 	5 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EU15	11 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EU27	9 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,EU28	9 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,FI	23 	20 	12 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,FR	9 	: 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,HR	8 	10 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,HU	6 	4 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,IE	23 	24 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,IS	: 	: 	33 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,IT	9 b	: 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,LT	9 	2 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,LU	13 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,LV	4 	2 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,MK	4 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,MT	15 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,NL	17 	: 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,NO	23 	15 	13 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,PL	4 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,PT	: u	: 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,RO	4 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,RS	: 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,SE	24 	: 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,SI	4 	4 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,SK	9 	7 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PFIL,UK	24 	: 	12 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,AT	1 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,BE	5 	1 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,BG	0 	: c	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,CY	0 	: 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,CZ	0 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,DE	0 n	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,DK	0 n	0 n	2 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EA	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EE	0 	: 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EL	0 	0 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,ES	0 n	0 n	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EU15	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EU27	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,EU28	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,FI	0 n	2 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,FR	1 	: 	: c
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,HR	0 n	0 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,HU	0 n	0 n	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,IE	2 	0 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,IS	: 	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,IT	1 b	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,LT	0 	0 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,LU	0 n	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,LV	0 	0 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,MK	0 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,MT	2 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,NL	2 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,NO	2 	3 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,PL	0 n	0 n	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,PT	0 n	: 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,RO	0 	0 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,RS	: 	: 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,SE	3 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,SI	1 	1 	0 
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,SK	0 n	0 n	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PNONE,UK	1 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,AT	4 	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,BE	9 	6 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,BG	: u	1 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,CY	15 	7 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,CZ	5 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,DK	17 	12 	15 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EA	6 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EE	13 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EL	8 	4 	: u
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,ES	5 	4 	3 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EU15	7 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EU27	7 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,EU28	7 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,FI	13 	18 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,FR	5 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,HR	7 	10 	10 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,HU	5 	4 	1 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,IE	19 	13 	11 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,IS	: 	: 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,IT	11 b	: 	19 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,LT	7 	1 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,LU	8 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,LV	1 	1 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,MK	4 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,MT	11 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,NL	11 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,NO	19 	10 	8 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,PL	2 	3 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,PT	: u	: 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,RO	5 	1 	2 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,RS	: 	: 	0 n
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,SE	13 	: 	5 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,SI	2 	4 	4 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,SK	10 	11 	9 
PC_ENT_CUSE,10_H49_53,E_CC_PSOFT,UK	13 	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_SS,AT	8 	: 	4 
PC_ENT_CUSE,10_H49_53,E_CC_SS,BE	15 	11 	13 
PC_ENT_CUSE,10_H49_53,E_CC_SS,BG	3 	2 	5 
PC_ENT_CUSE,10_H49_53,E_CC_SS,CY	17 	10 	10 
PC_ENT_CUSE,10_H49_53,E_CC_SS,CZ	11 	: 	10 
PC_ENT_CUSE,10_H49_53,E_CC_SS,DE	: u	: 	: u
PC_ENT_CUSE,10_H49_53,E_CC_SS,DK	15 	20 	19 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EA	11 	: 	11 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EE	19 	: 	13 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EL	12 	7 	: u
PC_ENT_CUSE,10_H49_53,E_CC_SS,ES	10 	8 	8 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EU15	13 	: 	12 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EU27	12 	: 	10 
PC_ENT_CUSE,10_H49_53,E_CC_SS,EU28	12 	: 	10 
PC_ENT_CUSE,10_H49_53,E_CC_SS,FI	29 	28 	26 
PC_ENT_CUSE,10_H49_53,E_CC_SS,FR	8 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_SS,HR	13 	16 	6 
PC_ENT_CUSE,10_H49_53,E_CC_SS,HU	8 	7 	2 
PC_ENT_CUSE,10_H49_53,E_CC_SS,IE	: u	: 	15 
PC_ENT_CUSE,10_H49_53,E_CC_SS,IS	: 	: 	15 
PC_ENT_CUSE,10_H49_53,E_CC_SS,IT	15 b	: 	31 
PC_ENT_CUSE,10_H49_53,E_CC_SS,LT	14 	: 	7 
PC_ENT_CUSE,10_H49_53,E_CC_SS,LU	10 	: 	8 
PC_ENT_CUSE,10_H49_53,E_CC_SS,LV	4 	5 	3 
PC_ENT_CUSE,10_H49_53,E_CC_SS,MK	4 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_SS,MT	23 	: 	9 
PC_ENT_CUSE,10_H49_53,E_CC_SS,NL	23 	: 	12 
PC_ENT_CUSE,10_H49_53,E_CC_SS,NO	19 	12 	13 
PC_ENT_CUSE,10_H49_53,E_CC_SS,PL	6 	5 	4 
PC_ENT_CUSE,10_H49_53,E_CC_SS,PT	: u	: 	6 
PC_ENT_CUSE,10_H49_53,E_CC_SS,RO	7 	7 	2 
PC_ENT_CUSE,10_H49_53,E_CC_SS,RS	: 	: 	1 
PC_ENT_CUSE,10_H49_53,E_CC_SS,SE	23 	: 	19 
PC_ENT_CUSE,10_H49_53,E_CC_SS,SI	12 	14 	16 
PC_ENT_CUSE,10_H49_53,E_CC_SS,SK	13 	13 	15 
PC_ENT_CUSE,10_H49_53,E_CC_SS,UK	26 	: 	12 
PC_ENT_CUSE,10_I55,E_CC,AT	18 	: 	10 
PC_ENT_CUSE,10_I55,E_CC,BE	14 	12 	: u
PC_ENT_CUSE,10_I55,E_CC,BG	14 	3 	8 
PC_ENT_CUSE,10_I55,E_CC,CY	12 	7 	7 
PC_ENT_CUSE,10_I55,E_CC,CZ	14 	: 	17 
PC_ENT_CUSE,10_I55,E_CC,DE	14 	: 	10 
PC_ENT_CUSE,10_I55,E_CC,DK	: u	33 	36 
PC_ENT_CUSE,10_I55,E_CC,EA	19 	: 	20 
PC_ENT_CUSE,10_I55,E_CC,EE	24 	: 	8 
PC_ENT_CUSE,10_I55,E_CC,EL	5 	7 	: u
PC_ENT_CUSE,10_I55,E_CC,ES	20 	18 	14 
PC_ENT_CUSE,10_I55,E_CC,EU15	25 	: 	19 
PC_ENT_CUSE,10_I55,E_CC,EU27	24 	: 	18 
PC_ENT_CUSE,10_I55,E_CC,EU28	24 	: 	18 
PC_ENT_CUSE,10_I55,E_CC,FI	59 	57 	56 
PC_ENT_CUSE,10_I55,E_CC,FR	15 	: 	9 
PC_ENT_CUSE,10_I55,E_CC,HR	42 	39 	27 
PC_ENT_CUSE,10_I55,E_CC,HU	11 	8 	8 
PC_ENT_CUSE,10_I55,E_CC,IE	31 	43 	31 
PC_ENT_CUSE,10_I55,E_CC,IS	: 	: 	64 
PC_ENT_CUSE,10_I55,E_CC,IT	29 b	: 	45 
PC_ENT_CUSE,10_I55,E_CC,LT	14 	20 	27 
PC_ENT_CUSE,10_I55,E_CC,LU	11 	: 	3 
PC_ENT_CUSE,10_I55,E_CC,LV	12 	10 	6 
PC_ENT_CUSE,10_I55,E_CC,MK	2 	: 	7 
PC_ENT_CUSE,10_I55,E_CC,MT	36 	24 	17 
PC_ENT_CUSE,10_I55,E_CC,NL	34 	: 	35 
PC_ENT_CUSE,10_I55,E_CC,NO	35 	27 	35 
PC_ENT_CUSE,10_I55,E_CC,PL	12 	7 	7 
PC_ENT_CUSE,10_I55,E_CC,PT	26 	: 	19 
