unit,sizen_r2,indic_is,geo\time	2016 	2015 	2014 
PC_ENT,10_M69_74,E_CC_SS,FR	20 	: 	12 
PC_ENT,10_M69_74,E_CC_SS,HR	18 	20 	19 
PC_ENT,10_M69_74,E_CC_SS,HU	13 	10 	8 
PC_ENT,10_M69_74,E_CC_SS,IE	: u	: 	18 
PC_ENT,10_M69_74,E_CC_SS,IS	: 	: 	31 
PC_ENT,10_M69_74,E_CC_SS,IT	19 b	: 	34 
PC_ENT,10_M69_74,E_CC_SS,LT	25 	: 	20 
PC_ENT,10_M69_74,E_CC_SS,LU	12 	: 	12 
PC_ENT,10_M69_74,E_CC_SS,LV	12 	8 	9 
PC_ENT,10_M69_74,E_CC_SS,MK	0 	: 	: u
PC_ENT,10_M69_74,E_CC_SS,MT	37 	: 	19 
PC_ENT,10_M69_74,E_CC_SS,NL	38 	: 	28 
PC_ENT,10_M69_74,E_CC_SS,NO	45 	36 	28 
PC_ENT,10_M69_74,E_CC_SS,PL	9 	10 	7 
PC_ENT,10_M69_74,E_CC_SS,PT	: u	: 	: u
PC_ENT,10_M69_74,E_CC_SS,RO	12 	23 	1 
PC_ENT,10_M69_74,E_CC_SS,RS	: 	: 	3 
PC_ENT,10_M69_74,E_CC_SS,SE	42 	: 	39 
PC_ENT,10_M69_74,E_CC_SS,SI	21 	20 	16 
PC_ENT,10_M69_74,E_CC_SS,SK	22 	16 	12 
PC_ENT,10_M69_74,E_CC_SS,UK	45 	: 	30 
PC_ENT,10_N77_82,E_CC,AT	20 	: 	18 
PC_ENT,10_N77_82,E_CC,BE	25 	22 	17 
PC_ENT,10_N77_82,E_CC,BG	7 	4 	7 
PC_ENT,10_N77_82,E_CC,CY	22 	19 	9 
PC_ENT,10_N77_82,E_CC,CZ	21 	: 	12 
PC_ENT,10_N77_82,E_CC,DE	14 	: 	11 
PC_ENT,10_N77_82,E_CC,DK	43 	41 	39 
PC_ENT,10_N77_82,E_CC,EA	20 	: 	19 
PC_ENT,10_N77_82,E_CC,EE	33 	: 	19 
PC_ENT,10_N77_82,E_CC,EL	10 	9 	: u
PC_ENT,10_N77_82,E_CC,ES	14 	11 	9 
PC_ENT,10_N77_82,E_CC,EU15	24 	: 	22 
PC_ENT,10_N77_82,E_CC,EU27	22 	: 	20 
PC_ENT,10_N77_82,E_CC,EU28	22 	: 	20 
PC_ENT,10_N77_82,E_CC,FI	67 	49 	54 
PC_ENT,10_N77_82,E_CC,FR	16 	: 	11 
PC_ENT,10_N77_82,E_CC,HR	29 	28 	29 
PC_ENT,10_N77_82,E_CC,HU	12 	12 	7 
PC_ENT,10_N77_82,E_CC,IE	47 	40 	33 
PC_ENT,10_N77_82,E_CC,IS	: 	: 	56 
PC_ENT,10_N77_82,E_CC,IT	23 b	: 	41 
PC_ENT,10_N77_82,E_CC,LT	18 	22 	18 
PC_ENT,10_N77_82,E_CC,LU	20 	: 	11 
PC_ENT,10_N77_82,E_CC,LV	11 	8 	6 
PC_ENT,10_N77_82,E_CC,MK	9 	: 	9 
PC_ENT,10_N77_82,E_CC,MT	40 	29 	25 
PC_ENT,10_N77_82,E_CC,NL	37 	: 	31 
PC_ENT,10_N77_82,E_CC,NO	45 	44 	30 
PC_ENT,10_N77_82,E_CC,PL	11 	10 	9 
PC_ENT,10_N77_82,E_CC,PT	: u	: 	14 
PC_ENT,10_N77_82,E_CC,RO	4 	7 	4 
PC_ENT,10_N77_82,E_CC,RS	: 	: 	4 
PC_ENT,10_N77_82,E_CC,SE	48 	: 	44 
PC_ENT,10_N77_82,E_CC,SI	18 	19 	12 
PC_ENT,10_N77_82,E_CC,SK	19 	18 	23 
PC_ENT,10_N77_82,E_CC,TR	11 	: 	: 
PC_ENT,10_N77_82,E_CC,UK	33 	: 	27 
PC_ENT,10_N77_82,E_CCX,AT	78 	: 	78 
PC_ENT,10_N77_82,E_CCX,BE	75 	76 	79 
PC_ENT,10_N77_82,E_CCX,BG	81 	87 	78 
PC_ENT,10_N77_82,E_CCX,CY	71 	75 	89 
PC_ENT,10_N77_82,E_CCX,CZ	75 	: 	79 
PC_ENT,10_N77_82,E_CCX,DE	79 	: 	87 
PC_ENT,10_N77_82,E_CCX,DK	57 	59 	58 
PC_ENT,10_N77_82,E_CCX,EA	76 	: 	79 
PC_ENT,10_N77_82,E_CCX,EE	54 	: 	69 
PC_ENT,10_N77_82,E_CCX,EL	80 	74 	85 
PC_ENT,10_N77_82,E_CCX,ES	82 	87 	87 
PC_ENT,10_N77_82,E_CCX,EU15	73 	: 	76 
PC_ENT,10_N77_82,E_CCX,EU27	73 	: 	76 
PC_ENT,10_N77_82,E_CCX,EU28	73 	: 	76 
PC_ENT,10_N77_82,E_CCX,FI	33 	51 	46 
PC_ENT,10_N77_82,E_CCX,FR	83 	: 	88 
PC_ENT,10_N77_82,E_CCX,HR	63 	66 	66 
PC_ENT,10_N77_82,E_CCX,HU	72 	72 	70 
PC_ENT,10_N77_82,E_CCX,IE	49 	57 	62 
PC_ENT,10_N77_82,E_CCX,IS	: 	: 	44 
PC_ENT,10_N77_82,E_CCX,IT	74 b	: 	56 
PC_ENT,10_N77_82,E_CCX,LT	82 	78 	82 
PC_ENT,10_N77_82,E_CCX,LU	80 	: 	88 
PC_ENT,10_N77_82,E_CCX,LV	80 	85 	86 
PC_ENT,10_N77_82,E_CCX,MK	84 	: 	: u
PC_ENT,10_N77_82,E_CCX,MT	56 	66 	67 
PC_ENT,10_N77_82,E_CCX,NL	63 	: 	69 
PC_ENT,10_N77_82,E_CCX,NO	53 	55 	64 
PC_ENT,10_N77_82,E_CCX,PL	79 	77 	85 
PC_ENT,10_N77_82,E_CCX,PT	: u	: 	86 
PC_ENT,10_N77_82,E_CCX,RO	73 	76 	72 
PC_ENT,10_N77_82,E_CCX,RS	: 	: 	96 
PC_ENT,10_N77_82,E_CCX,SE	50 	: 	54 
PC_ENT,10_N77_82,E_CCX,SI	82 	79 	86 
PC_ENT,10_N77_82,E_CCX,SK	70 	77 	71 
PC_ENT,10_N77_82,E_CCX,TR	82 	: 	: 
PC_ENT,10_N77_82,E_CCX,UK	62 	: 	69 
PC_ENT,10_N77_82,E_CC_BS,AT	: 	: 	: u
PC_ENT,10_N77_82,E_CC_BS,BE	: 	6 	3 
PC_ENT,10_N77_82,E_CC_BS,BG	: 	: u	: u
PC_ENT,10_N77_82,E_CC_BS,CY	: 	1 	0 
PC_ENT,10_N77_82,E_CC_BS,CZ	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,DE	: 	: 	: u
PC_ENT,10_N77_82,E_CC_BS,DK	: 	5 	7 
PC_ENT,10_N77_82,E_CC_BS,EA	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,EE	: 	: 	2 
PC_ENT,10_N77_82,E_CC_BS,EL	: 	3 	: u
PC_ENT,10_N77_82,E_CC_BS,ES	: 	2 	2 
PC_ENT,10_N77_82,E_CC_BS,EU15	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,EU27	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,EU28	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,FI	: 	8 	13 
PC_ENT,10_N77_82,E_CC_BS,FR	: 	: 	2 
PC_ENT,10_N77_82,E_CC_BS,HR	: 	1 	4 
PC_ENT,10_N77_82,E_CC_BS,HU	: 	3 	1 
PC_ENT,10_N77_82,E_CC_BS,IE	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,IS	: 	: 	9 
PC_ENT,10_N77_82,E_CC_BS,IT	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,LT	: 	: 	4 
PC_ENT,10_N77_82,E_CC_BS,LU	: 	: 	2 
PC_ENT,10_N77_82,E_CC_BS,LV	: 	1 	1 
PC_ENT,10_N77_82,E_CC_BS,MK	: 	: 	1 
PC_ENT,10_N77_82,E_CC_BS,MT	: 	: 	3 
PC_ENT,10_N77_82,E_CC_BS,NL	: 	: 	5 
PC_ENT,10_N77_82,E_CC_BS,NO	: 	7 	4 
PC_ENT,10_N77_82,E_CC_BS,PL	: 	2 	1 
PC_ENT,10_N77_82,E_CC_BS,PT	: 	: 	1 
PC_ENT,10_N77_82,E_CC_BS,RO	: 	1 	1 
PC_ENT,10_N77_82,E_CC_BS,RS	: 	: 	0 
PC_ENT,10_N77_82,E_CC_BS,SE	: 	: 	5 
PC_ENT,10_N77_82,E_CC_BS,SI	: 	3 	: c
PC_ENT,10_N77_82,E_CC_BS,SK	: 	3 	1 
PC_ENT,10_N77_82,E_CC_BS,UK	: 	: 	3 
PC_ENT,10_N77_82,E_CC_DS,AT	7 	: 	7 
PC_ENT,10_N77_82,E_CC_DS,BE	19 	11 	9 
PC_ENT,10_N77_82,E_CC_DS,BG	5 	2 	2 
PC_ENT,10_N77_82,E_CC_DS,CY	13 	10 	3 
PC_ENT,10_N77_82,E_CC_DS,CZ	9 	: 	6 
PC_ENT,10_N77_82,E_CC_DS,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_DS,DK	19 	17 	19 
PC_ENT,10_N77_82,E_CC_DS,EA	9 	: 	8 
PC_ENT,10_N77_82,E_CC_DS,EE	10 	: 	6 
PC_ENT,10_N77_82,E_CC_DS,EL	4 	4 	: u
PC_ENT,10_N77_82,E_CC_DS,ES	7 	6 	3 
PC_ENT,10_N77_82,E_CC_DS,EU15	11 	: 	8 
PC_ENT,10_N77_82,E_CC_DS,EU27	10 	: 	8 
PC_ENT,10_N77_82,E_CC_DS,EU28	10 	: 	8 
PC_ENT,10_N77_82,E_CC_DS,FI	20 	11 	19 
PC_ENT,10_N77_82,E_CC_DS,FR	8 	: 	5 
PC_ENT,10_N77_82,E_CC_DS,HR	13 	7 	5 
PC_ENT,10_N77_82,E_CC_DS,HU	6 	7 	3 
PC_ENT,10_N77_82,E_CC_DS,IE	: u	: 	8 
PC_ENT,10_N77_82,E_CC_DS,IS	: 	: 	33 
PC_ENT,10_N77_82,E_CC_DS,IT	8 b	: 	17 
PC_ENT,10_N77_82,E_CC_DS,LT	6 	: 	6 
PC_ENT,10_N77_82,E_CC_DS,LU	10 	: 	6 
PC_ENT,10_N77_82,E_CC_DS,LV	5 	3 	4 
PC_ENT,10_N77_82,E_CC_DS,MK	1 	: 	1 
PC_ENT,10_N77_82,E_CC_DS,MT	21 	: 	5 
PC_ENT,10_N77_82,E_CC_DS,NL	13 	: 	11 
PC_ENT,10_N77_82,E_CC_DS,NO	12 	16 	9 
PC_ENT,10_N77_82,E_CC_DS,PL	6 	3 	3 
PC_ENT,10_N77_82,E_CC_DS,PT	14 	: 	4 
PC_ENT,10_N77_82,E_CC_DS,RO	1 	2 	1 
PC_ENT,10_N77_82,E_CC_DS,RS	: 	: 	0 
PC_ENT,10_N77_82,E_CC_DS,SE	16 	: 	18 
PC_ENT,10_N77_82,E_CC_DS,SI	9 	3 	1 
PC_ENT,10_N77_82,E_CC_DS,SK	8 	11 	5 
PC_ENT,10_N77_82,E_CC_DS,UK	16 	: 	8 
PC_ENT,10_N77_82,E_CC_HI,AT	8 	: 	10 
PC_ENT,10_N77_82,E_CC_HI,BE	19 	15 	13 
PC_ENT,10_N77_82,E_CC_HI,BG	5 	3 	4 
PC_ENT,10_N77_82,E_CC_HI,CY	12 	8 	3 
PC_ENT,10_N77_82,E_CC_HI,CZ	15 	: 	7 
PC_ENT,10_N77_82,E_CC_HI,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_HI,DK	31 	28 	28 
PC_ENT,10_N77_82,E_CC_HI,EA	10 	: 	10 
PC_ENT,10_N77_82,E_CC_HI,EE	24 	: 	7 
PC_ENT,10_N77_82,E_CC_HI,EL	5 	6 	: u
PC_ENT,10_N77_82,E_CC_HI,ES	8 	6 	5 
PC_ENT,10_N77_82,E_CC_HI,EU15	13 	: 	12 
PC_ENT,10_N77_82,E_CC_HI,EU27	13 	: 	11 
PC_ENT,10_N77_82,E_CC_HI,EU28	13 	: 	11 
PC_ENT,10_N77_82,E_CC_HI,FI	39 	26 	38 
PC_ENT,10_N77_82,E_CC_HI,FR	6 	: 	5 
PC_ENT,10_N77_82,E_CC_HI,HR	17 	10 	23 
PC_ENT,10_N77_82,E_CC_HI,HU	7 	8 	5 
PC_ENT,10_N77_82,E_CC_HI,IE	30 	26 	16 
PC_ENT,10_N77_82,E_CC_HI,IS	: 	: 	38 
PC_ENT,10_N77_82,E_CC_HI,IT	7 b	: 	19 
PC_ENT,10_N77_82,E_CC_HI,LT	11 	14 	15 
PC_ENT,10_N77_82,E_CC_HI,LU	12 	: 	4 
PC_ENT,10_N77_82,E_CC_HI,LV	7 	5 	4 
PC_ENT,10_N77_82,E_CC_HI,MK	4 	: 	0 
PC_ENT,10_N77_82,E_CC_HI,MT	13 	: 	8 
PC_ENT,10_N77_82,E_CC_HI,NL	27 	: 	22 
PC_ENT,10_N77_82,E_CC_HI,NO	34 	31 	18 
PC_ENT,10_N77_82,E_CC_HI,PL	7 	5 	5 
PC_ENT,10_N77_82,E_CC_HI,PT	: u	: 	7 
PC_ENT,10_N77_82,E_CC_HI,RO	2 	4 	2 
PC_ENT,10_N77_82,E_CC_HI,RS	: 	: 	1 
PC_ENT,10_N77_82,E_CC_HI,SE	31 	: 	30 
PC_ENT,10_N77_82,E_CC_HI,SI	14 	12 	9 
PC_ENT,10_N77_82,E_CC_HI,SK	10 	13 	14 
PC_ENT,10_N77_82,E_CC_HI,UK	21 	: 	14 
PC_ENT,10_N77_82,E_CC_LO,AT	9 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,BE	5 	6 	1 
PC_ENT,10_N77_82,E_CC_LO,BG	1 	: u	: u
PC_ENT,10_N77_82,E_CC_LO,CY	6 	9 	6 
PC_ENT,10_N77_82,E_CC_LO,CZ	5 	: 	3 
PC_ENT,10_N77_82,E_CC_LO,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_LO,DK	5 	5 	9 
PC_ENT,10_N77_82,E_CC_LO,EA	6 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,EE	8 	: 	11 
PC_ENT,10_N77_82,E_CC_LO,EL	4 	3 	: u
PC_ENT,10_N77_82,E_CC_LO,ES	3 	3 	2 
PC_ENT,10_N77_82,E_CC_LO,EU15	6 	: 	6 
PC_ENT,10_N77_82,E_CC_LO,EU27	6 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,EU28	6 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,FI	11 	13 	9 
PC_ENT,10_N77_82,E_CC_LO,FR	4 	: 	3 
PC_ENT,10_N77_82,E_CC_LO,HR	7 	9 	1 
PC_ENT,10_N77_82,E_CC_LO,HU	2 	2 	1 
PC_ENT,10_N77_82,E_CC_LO,IE	13 	9 	10 
PC_ENT,10_N77_82,E_CC_LO,IS	: 	: 	7 
PC_ENT,10_N77_82,E_CC_LO,IT	11 b	: 	17 
PC_ENT,10_N77_82,E_CC_LO,LT	1 	4 	2 
PC_ENT,10_N77_82,E_CC_LO,LU	4 	: 	2 
PC_ENT,10_N77_82,E_CC_LO,LV	3 	1 	1 
PC_ENT,10_N77_82,E_CC_LO,MK	1 	: 	0 
PC_ENT,10_N77_82,E_CC_LO,MT	20 	: 	11 
PC_ENT,10_N77_82,E_CC_LO,NL	3 	: 	2 
PC_ENT,10_N77_82,E_CC_LO,NO	3 	3 	5 
PC_ENT,10_N77_82,E_CC_LO,PL	2 	3 	3 
PC_ENT,10_N77_82,E_CC_LO,PT	9 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,RO	1 	2 	1 
PC_ENT,10_N77_82,E_CC_LO,RS	: 	: 	0 
PC_ENT,10_N77_82,E_CC_LO,SE	11 	: 	5 
PC_ENT,10_N77_82,E_CC_LO,SI	2 	5 	1 
PC_ENT,10_N77_82,E_CC_LO,SK	5 	2 	7 
PC_ENT,10_N77_82,E_CC_LO,UK	8 	: 	8 
PC_ENT,10_N77_82,E_CC_ME,AT	12 	: 	7 
PC_ENT,10_N77_82,E_CC_ME,BE	5 	8 	4 
PC_ENT,10_N77_82,E_CC_ME,BG	2 	1 	3 
PC_ENT,10_N77_82,E_CC_ME,CY	10 	11 	6 
PC_ENT,10_N77_82,E_CC_ME,CZ	6 	: 	5 
PC_ENT,10_N77_82,E_CC_ME,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_ME,DK	8 	9 	11 
PC_ENT,10_N77_82,E_CC_ME,EA	9 	: 	8 
PC_ENT,10_N77_82,E_CC_ME,EE	9 	: 	12 
PC_ENT,10_N77_82,E_CC_ME,EL	5 	3 	: u
PC_ENT,10_N77_82,E_CC_ME,ES	6 	5 	4 
PC_ENT,10_N77_82,E_CC_ME,EU15	10 	: 	9 
PC_ENT,10_N77_82,E_CC_ME,EU27	9 	: 	8 
PC_ENT,10_N77_82,E_CC_ME,EU28	9 	: 	8 
PC_ENT,10_N77_82,E_CC_ME,FI	24 	21 	13 
PC_ENT,10_N77_82,E_CC_ME,FR	9 	: 	6 
PC_ENT,10_N77_82,E_CC_ME,HR	13 	17 	4 
PC_ENT,10_N77_82,E_CC_ME,HU	4 	3 	1 
PC_ENT,10_N77_82,E_CC_ME,IE	17 	14 	15 
PC_ENT,10_N77_82,E_CC_ME,IS	: 	: 	16 
PC_ENT,10_N77_82,E_CC_ME,IT	16 b	: 	22 
PC_ENT,10_N77_82,E_CC_ME,LT	7 	8 	3 
PC_ENT,10_N77_82,E_CC_ME,LU	7 	: 	6 
PC_ENT,10_N77_82,E_CC_ME,LV	5 	3 	1 
PC_ENT,10_N77_82,E_CC_ME,MK	4 	: 	6 
PC_ENT,10_N77_82,E_CC_ME,MT	24 	: 	17 
PC_ENT,10_N77_82,E_CC_ME,NL	9 	: 	8 
PC_ENT,10_N77_82,E_CC_ME,NO	9 	9 	10 
PC_ENT,10_N77_82,E_CC_ME,PL	4 	5 	4 
PC_ENT,10_N77_82,E_CC_ME,PT	12 	: 	6 
PC_ENT,10_N77_82,E_CC_ME,RO	2 	3 	1 
PC_ENT,10_N77_82,E_CC_ME,RS	: 	: 	2 
PC_ENT,10_N77_82,E_CC_ME,SE	14 	: 	10 
PC_ENT,10_N77_82,E_CC_ME,SI	4 	6 	2 
PC_ENT,10_N77_82,E_CC_ME,SK	9 	5 	9 
PC_ENT,10_N77_82,E_CC_ME,UK	11 	: 	12 
PC_ENT,10_N77_82,E_CC_PANY,AT	20 	: 	18 
PC_ENT,10_N77_82,E_CC_PANY,BE	25 	22 	17 
PC_ENT,10_N77_82,E_CC_PANY,BG	7 	4 	7 
PC_ENT,10_N77_82,E_CC_PANY,CY	22 	19 	9 
PC_ENT,10_N77_82,E_CC_PANY,CZ	21 	: 	12 
PC_ENT,10_N77_82,E_CC_PANY,DE	14 	: 	11 
PC_ENT,10_N77_82,E_CC_PANY,DK	40 	39 	39 
PC_ENT,10_N77_82,E_CC_PANY,EA	20 	: 	18 
PC_ENT,10_N77_82,E_CC_PANY,EE	33 	: 	19 
PC_ENT,10_N77_82,E_CC_PANY,EL	10 	9 	: u
PC_ENT,10_N77_82,E_CC_PANY,ES	14 	10 	9 
PC_ENT,10_N77_82,E_CC_PANY,EU15	23 	: 	21 
PC_ENT,10_N77_82,E_CC_PANY,EU27	22 	: 	19 
PC_ENT,10_N77_82,E_CC_PANY,EU28	22 	: 	19 
PC_ENT,10_N77_82,E_CC_PANY,FI	63 	48 	52 
PC_ENT,10_N77_82,E_CC_PANY,FR	16 	: 	11 
PC_ENT,10_N77_82,E_CC_PANY,HR	29 	27 	27 
PC_ENT,10_N77_82,E_CC_PANY,HU	12 	11 	7 
PC_ENT,10_N77_82,E_CC_PANY,IE	47 	40 	32 
PC_ENT,10_N77_82,E_CC_PANY,IS	: 	: 	54 
PC_ENT,10_N77_82,E_CC_PANY,IT	23 b	: 	41 
PC_ENT,10_N77_82,E_CC_PANY,LT	18 	21 	18 
PC_ENT,10_N77_82,E_CC_PANY,LU	19 	: 	10 
PC_ENT,10_N77_82,E_CC_PANY,LV	11 	8 	6 
PC_ENT,10_N77_82,E_CC_PANY,MK	8 	: 	9 
PC_ENT,10_N77_82,E_CC_PANY,MT	36 	: 	25 
PC_ENT,10_N77_82,E_CC_PANY,NL	36 	: 	30 
PC_ENT,10_N77_82,E_CC_PANY,NO	44 	41 	29 
PC_ENT,10_N77_82,E_CC_PANY,PL	11 	10 	9 
PC_ENT,10_N77_82,E_CC_PANY,PT	: u	: 	14 
PC_ENT,10_N77_82,E_CC_PANY,RO	4 	7 	4 
PC_ENT,10_N77_82,E_CC_PANY,RS	: 	: 	4 
PC_ENT,10_N77_82,E_CC_PANY,SE	45 	: 	41 
PC_ENT,10_N77_82,E_CC_PANY,SI	18 	18 	10 
PC_ENT,10_N77_82,E_CC_PANY,SK	19 	18 	23 
PC_ENT,10_N77_82,E_CC_PANY,UK	32 	: 	26 
PC_ENT,10_N77_82,E_CC_PCPU,AT	3 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,BE	11 	10 	6 
PC_ENT,10_N77_82,E_CC_PCPU,BG	: u	: u	: c
PC_ENT,10_N77_82,E_CC_PCPU,CY	2 	4 	2 
PC_ENT,10_N77_82,E_CC_PCPU,CZ	6 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,DE	: u	: 	1 
PC_ENT,10_N77_82,E_CC_PCPU,DK	19 	17 	15 
PC_ENT,10_N77_82,E_CC_PCPU,EA	5 	: 	3 
PC_ENT,10_N77_82,E_CC_PCPU,EE	8 	: 	1 
PC_ENT,10_N77_82,E_CC_PCPU,EL	1 	2 	: u
PC_ENT,10_N77_82,E_CC_PCPU,ES	4 	2 	3 
PC_ENT,10_N77_82,E_CC_PCPU,EU15	6 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,EU27	6 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,EU28	6 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,FI	5 	7 	8 
PC_ENT,10_N77_82,E_CC_PCPU,FR	3 	: 	1 
PC_ENT,10_N77_82,E_CC_PCPU,HR	7 	3 	5 
PC_ENT,10_N77_82,E_CC_PCPU,HU	2 	2 	1 
PC_ENT,10_N77_82,E_CC_PCPU,IE	13 	11 	8 
PC_ENT,10_N77_82,E_CC_PCPU,IS	: 	: 	17 
PC_ENT,10_N77_82,E_CC_PCPU,IT	3 b	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,LT	4 	9 	10 
PC_ENT,10_N77_82,E_CC_PCPU,LU	3 	: 	2 
PC_ENT,10_N77_82,E_CC_PCPU,LV	2 	2 	2 
PC_ENT,10_N77_82,E_CC_PCPU,MK	3 	: 	0 
PC_ENT,10_N77_82,E_CC_PCPU,MT	5 	: 	4 
PC_ENT,10_N77_82,E_CC_PCPU,NL	8 	: 	5 
PC_ENT,10_N77_82,E_CC_PCPU,NO	14 	15 	7 
PC_ENT,10_N77_82,E_CC_PCPU,PL	3 	2 	2 
PC_ENT,10_N77_82,E_CC_PCPU,PT	: u	: 	6 
PC_ENT,10_N77_82,E_CC_PCPU,RO	1 	3 	1 
PC_ENT,10_N77_82,E_CC_PCPU,RS	: 	: 	0 
PC_ENT,10_N77_82,E_CC_PCPU,SE	12 	: 	12 
PC_ENT,10_N77_82,E_CC_PCPU,SI	3 	3 	3 
PC_ENT,10_N77_82,E_CC_PCPU,SK	5 	3 	4 
PC_ENT,10_N77_82,E_CC_PCPU,UK	11 	: 	6 
PC_ENT,10_N77_82,E_CC_PCRM,AT	4 	: 	5 
PC_ENT,10_N77_82,E_CC_PCRM,BE	12 	9 	7 
PC_ENT,10_N77_82,E_CC_PCRM,BG	3 	1 	: u
PC_ENT,10_N77_82,E_CC_PCRM,CY	9 	5 	2 
PC_ENT,10_N77_82,E_CC_PCRM,CZ	7 	: 	2 
PC_ENT,10_N77_82,E_CC_PCRM,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_PCRM,DK	21 	16 	16 
PC_ENT,10_N77_82,E_CC_PCRM,EA	6 	: 	5 
PC_ENT,10_N77_82,E_CC_PCRM,EE	5 	: 	1 
PC_ENT,10_N77_82,E_CC_PCRM,EL	2 	3 	: u
PC_ENT,10_N77_82,E_CC_PCRM,ES	5 	4 	3 
PC_ENT,10_N77_82,E_CC_PCRM,EU15	8 	: 	6 
PC_ENT,10_N77_82,E_CC_PCRM,EU27	7 	: 	5 
PC_ENT,10_N77_82,E_CC_PCRM,EU28	7 	: 	5 
PC_ENT,10_N77_82,E_CC_PCRM,FI	23 	13 	29 
PC_ENT,10_N77_82,E_CC_PCRM,FR	3 	: 	2 
PC_ENT,10_N77_82,E_CC_PCRM,HR	7 	4 	6 
PC_ENT,10_N77_82,E_CC_PCRM,HU	5 	5 	3 
PC_ENT,10_N77_82,E_CC_PCRM,IE	18 	14 	11 
PC_ENT,10_N77_82,E_CC_PCRM,IS	: 	: 	23 
PC_ENT,10_N77_82,E_CC_PCRM,IT	4 b	: 	8 
PC_ENT,10_N77_82,E_CC_PCRM,LT	4 	6 	11 
PC_ENT,10_N77_82,E_CC_PCRM,LU	10 	: 	4 
PC_ENT,10_N77_82,E_CC_PCRM,LV	3 	3 	1 
PC_ENT,10_N77_82,E_CC_PCRM,MK	0 	: 	0 
PC_ENT,10_N77_82,E_CC_PCRM,MT	9 	: 	5 
PC_ENT,10_N77_82,E_CC_PCRM,NL	18 	: 	15 
PC_ENT,10_N77_82,E_CC_PCRM,NO	20 	20 	10 
PC_ENT,10_N77_82,E_CC_PCRM,PL	4 	2 	2 
PC_ENT,10_N77_82,E_CC_PCRM,PT	10 	: 	2 
PC_ENT,10_N77_82,E_CC_PCRM,RO	1 	0 	0 
PC_ENT,10_N77_82,E_CC_PCRM,RS	: 	: 	1 
PC_ENT,10_N77_82,E_CC_PCRM,SE	15 	: 	18 
PC_ENT,10_N77_82,E_CC_PCRM,SI	5 	5 	1 
PC_ENT,10_N77_82,E_CC_PCRM,SK	4 	6 	3 
PC_ENT,10_N77_82,E_CC_PCRM,UK	13 	: 	7 
PC_ENT,10_N77_82,E_CC_PDB,AT	10 	: 	10 
PC_ENT,10_N77_82,E_CC_PDB,BE	16 	11 	11 
PC_ENT,10_N77_82,E_CC_PDB,BG	4 	2 	4 
PC_ENT,10_N77_82,E_CC_PDB,CY	8 	7 	3 
PC_ENT,10_N77_82,E_CC_PDB,CZ	8 	: 	7 
PC_ENT,10_N77_82,E_CC_PDB,DE	: u	: 	: u
PC_ENT,10_N77_82,E_CC_PDB,DK	26 	25 	22 
PC_ENT,10_N77_82,E_CC_PDB,EA	10 	: 	9 
PC_ENT,10_N77_82,E_CC_PDB,EE	8 	: 	3 
PC_ENT,10_N77_82,E_CC_PDB,EL	3 	4 	: u
PC_ENT,10_N77_82,E_CC_PDB,ES	8 	6 	6 
PC_ENT,10_N77_82,E_CC_PDB,EU15	12 	: 	11 
PC_ENT,10_N77_82,E_CC_PDB,EU27	11 	: 	10 
PC_ENT,10_N77_82,E_CC_PDB,EU28	11 	: 	10 
PC_ENT,10_N77_82,E_CC_PDB,FI	34 	21 	24 
PC_ENT,10_N77_82,E_CC_PDB,FR	9 	: 	5 
PC_ENT,10_N77_82,E_CC_PDB,HR	15 	13 	14 
PC_ENT,10_N77_82,E_CC_PDB,HU	5 	4 	4 
PC_ENT,10_N77_82,E_CC_PDB,IE	24 	18 	18 
PC_ENT,10_N77_82,E_CC_PDB,IS	: 	: 	41 
PC_ENT,10_N77_82,E_CC_PDB,IT	10 b	: 	15 
PC_ENT,10_N77_82,E_CC_PDB,LT	12 	12 	14 
PC_ENT,10_N77_82,E_CC_PDB,LU	11 	: 	8 
PC_ENT,10_N77_82,E_CC_PDB,LV	6 	6 	4 
PC_ENT,10_N77_82,E_CC_PDB,MK	7 	: 	6 
